player,round,hole,strokes,par,score
"Flores, Jason",1,8,2,4,-2
"Flores, Jason",1,9,4,5,-1
"Flores, Jason",1,10,4,4,0
"Flores, Jason",1,11,3,4,-1
"Flores, Jason",1,12,2,3,-1
"Flores, Jason",1,13,4,4,0
"Flores, Jason",1,14,4,5,-1
"Flores, Jason",1,15,3,4,-1
"Flores, Jason",1,16,3,4,-1
"Flores, Jason",1,17,4,5,-1
"Flores, Jason",1,18,5,3,2
"Donatti, Pablo",1,1,5,5,0
"Donatti, Pablo",1,2,4,4,0
"Donatti, Pablo",1,3,3,3,0
"Donatti, Pablo",1,4,4,4,0
"Donatti, Pablo",1,5,4,4,0
"Donatti, Pablo",1,6,3,4,-1
"Donatti, Pablo",1,7,3,3,0
"Donatti, Pablo",1,8,4,4,0
"Donatti, Pablo",1,9,5,5,0
"Donatti, Pablo",1,10,4,4,0
"Donatti, Pablo",1,11,4,4,0
"Donatti, Pablo",1,12,3,3,0
"Donatti, Pablo",1,13,3,4,-1
"Donatti, Pablo",1,14,3,5,-2
"Donatti, Pablo",1,15,5,4,1
"Donatti, Pablo",1,16,4,4,0
"Donatti, Pablo",1,17,4,5,-1
"Donatti, Pablo",1,18,5,3,2
"Przybysz, Slawomir",1,1,5,5,0
"Przybysz, Slawomir",1,2,4,4,0
"Przybysz, Slawomir",1,3,4,3,1
"Przybysz, Slawomir",1,4,4,4,0
"Przybysz, Slawomir",1,5,4,4,0
"Przybysz, Slawomir",1,6,4,4,0
"Przybysz, Slawomir",1,7,3,3,0
"Przybysz, Slawomir",1,8,4,4,0
"Przybysz, Slawomir",1,9,5,5,0
"Przybysz, Slawomir",1,10,4,4,0
"Przybysz, Slawomir",1,11,5,4,1
"Przybysz, Slawomir",1,12,3,3,0
"Przybysz, Slawomir",1,13,3,4,-1
"Przybysz, Slawomir",1,14,5,5,0
"Przybysz, Slawomir",1,15,4,4,0
"Przybysz, Slawomir",1,16,4,4,0
"Przybysz, Slawomir",1,17,5,5,0
"Przybysz, Slawomir",1,18,4,3,1
"Diaz, Fernando",1,1,6,5,1
"Diaz, Fernando",1,2,4,4,0
"Diaz, Fernando",1,3,3,3,0
"Diaz, Fernando",1,4,4,4,0
"Diaz, Fernando",1,5,6,4,2
"Diaz, Fernando",1,6,4,4,0
"Diaz, Fernando",1,7,5,3,2
"Diaz, Fernando",1,8,3,4,-1
"Diaz, Fernando",1,9,5,5,0
"Diaz, Fernando",1,10,4,4,0
"Diaz, Fernando",1,11,4,4,0
"Diaz, Fernando",1,12,3,3,0
"Diaz, Fernando",1,13,3,4,-1
"Diaz, Fernando",1,14,5,5,0
"Diaz, Fernando",1,15,4,4,0
"Diaz, Fernando",1,16,4,4,0
"Diaz, Fernando",1,17,6,5,1
"Diaz, Fernando",1,18,3,3,0
"Sahm, Rob",1,1,6,5,1
"Sahm, Rob",1,2,4,4,0
"Sahm, Rob",1,3,3,3,0
"Sahm, Rob",1,4,5,4,1
"Sahm, Rob",1,5,4,4,0
"Sahm, Rob",1,6,4,4,0
"Sahm, Rob",1,7,4,3,1
"Sahm, Rob",1,8,3,4,-1
"Sahm, Rob",1,9,4,5,-1
"Sahm, Rob",1,10,4,4,0
"Sahm, Rob",1,11,4,4,0
"Sahm, Rob",1,12,4,3,1
"Sahm, Rob",1,13,4,4,0
"Sahm, Rob",1,14,5,5,0
"Sahm, Rob",1,15,4,4,0
"Sahm, Rob",1,16,5,4,1
"Sahm, Rob",1,17,6,5,1
"Sahm, Rob",1,18,3,3,0
"Otsuka, Arihiro Eugene",1,1,4,5,-1
"Otsuka, Arihiro Eugene",1,2,4,4,0
"Otsuka, Arihiro Eugene",1,3,4,3,1
"Otsuka, Arihiro Eugene",1,4,5,4,1
"Otsuka, Arihiro Eugene",1,5,4,4,0
"Otsuka, Arihiro Eugene",1,6,3,4,-1
"Otsuka, Arihiro Eugene",1,7,4,3,1
"Otsuka, Arihiro Eugene",1,8,3,4,-1
"Otsuka, Arihiro Eugene",1,9,5,5,0
"Otsuka, Arihiro Eugene",1,10,4,4,0
"Otsuka, Arihiro Eugene",1,11,4,4,0
"Otsuka, Arihiro Eugene",1,12,3,3,0
"Otsuka, Arihiro Eugene",1,13,3,4,-1
"Otsuka, Arihiro Eugene",1,14,4,5,-1
"Otsuka, Arihiro Eugene",1,15,4,4,0
"Otsuka, Arihiro Eugene",1,16,6,4,2
"Otsuka, Arihiro Eugene",1,17,5,5,0
"Otsuka, Arihiro Eugene",1,18,3,3,0
"Souza, Darrell",1,1,6,5,1
"Souza, Darrell",1,2,4,4,0
"Souza, Darrell",1,3,2,3,-1
"Souza, Darrell",1,4,4,4,0
"Souza, Darrell",1,5,4,4,0
"Souza, Darrell",1,6,4,4,0
"Souza, Darrell",1,7,5,3,2
"Souza, Darrell",1,8,3,4,-1
"Souza, Darrell",1,9,5,5,0
"Souza, Darrell",1,10,4,4,0
"Souza, Darrell",1,11,4,4,0
"Souza, Darrell",1,12,3,3,0
"Souza, Darrell",1,13,4,4,0
"Souza, Darrell",1,14,6,5,1
"Souza, Darrell",1,15,4,4,0
"Souza, Darrell",1,16,4,4,0
"Souza, Darrell",1,17,5,5,0
"Souza, Darrell",1,18,3,3,0
"Rudolph, Michael",1,1,5,5,0
"Rudolph, Michael",1,2,6,4,2
"Rudolph, Michael",1,3,4,3,1
"Rudolph, Michael",1,4,5,4,1
"Rudolph, Michael",1,5,4,4,0
"Rudolph, Michael",1,6,5,4,1
"Rudolph, Michael",1,7,4,3,1
"Rudolph, Michael",1,8,5,4,1
"Rudolph, Michael",1,9,6,5,1
"Rudolph, Michael",1,10,5,4,1
"Rudolph, Michael",1,11,4,4,0
"Rudolph, Michael",1,12,3,3,0
"Rudolph, Michael",1,13,3,4,-1
"Rudolph, Michael",1,14,5,5,0
"Rudolph, Michael",1,15,3,4,-1
"Rudolph, Michael",1,16,4,4,0
"Rudolph, Michael",1,17,5,5,0
"Rudolph, Michael",1,18,3,3,0
"Blau, Rudolf",1,1,4,5,-1
"Blau, Rudolf",1,2,4,4,0
"Blau, Rudolf",1,3,6,3,3
"Blau, Rudolf",1,4,4,4,0
"Blau, Rudolf",1,5,4,4,0
"Blau, Rudolf",1,6,4,4,0
"Blau, Rudolf",1,7,4,3,1
"Blau, Rudolf",1,8,3,4,-1
"Blau, Rudolf",1,9,6,5,1
"Blau, Rudolf",1,10,4,4,0
"Blau, Rudolf",1,11,4,4,0
"Blau, Rudolf",1,12,3,3,0
"Blau, Rudolf",1,13,4,4,0
"Blau, Rudolf",1,14,4,5,-1
"Blau, Rudolf",1,15,4,4,0
"Blau, Rudolf",1,16,4,4,0
"Blau, Rudolf",1,17,5,5,0
"Blau, Rudolf",1,18,3,3,0
"Kelder, Kevin",1,1,5,5,0
"Kelder, Kevin",1,2,5,4,1
"Kelder, Kevin",1,3,3,3,0
"Kelder, Kevin",1,4,5,4,1
"Kelder, Kevin",1,5,4,4,0
"Kelder, Kevin",1,6,3,4,-1
"Kelder, Kevin",1,7,4,3,1
"Kelder, Kevin",1,8,4,4,0
"Kelder, Kevin",1,9,4,5,-1
"Kelder, Kevin",1,10,3,4,-1
"Kelder, Kevin",1,11,4,4,0
"Kelder, Kevin",1,12,4,3,1
"Kelder, Kevin",1,13,4,4,0
"Kelder, Kevin",1,14,4,5,-1
"Kelder, Kevin",1,15,5,4,1
"Kelder, Kevin",1,16,4,4,0
"Kelder, Kevin",1,17,5,5,0
"Kelder, Kevin",1,18,5,3,2
"Romano, Osvaldo Antonio",1,1,4,5,-1
"Romano, Osvaldo Antonio",1,2,5,4,1
"Romano, Osvaldo Antonio",1,3,4,3,1
"Romano, Osvaldo Antonio",1,4,4,4,0
"Romano, Osvaldo Antonio",1,5,5,4,1
"Romano, Osvaldo Antonio",1,6,4,4,0
"Romano, Osvaldo Antonio",1,7,4,3,1
"Romano, Osvaldo Antonio",1,8,4,4,0
"Romano, Osvaldo Antonio",1,9,7,5,2
"Romano, Osvaldo Antonio",1,10,3,4,-1
"Romano, Osvaldo Antonio",1,11,4,4,0
"Romano, Osvaldo Antonio",1,12,5,3,2
"Romano, Osvaldo Antonio",1,13,4,4,0
"Romano, Osvaldo Antonio",1,14,5,5,0
"Romano, Osvaldo Antonio",1,15,4,4,0
"Romano, Osvaldo Antonio",1,16,5,4,1
"Romano, Osvaldo Antonio",1,17,5,5,0
"Romano, Osvaldo Antonio",1,18,4,3,1
"Galimi, Andrew",1,1,7,5,2
"Galimi, Andrew",1,2,3,4,-1
"Galimi, Andrew",1,3,4,3,1
"Galimi, Andrew",1,4,5,4,1
"Galimi, Andrew",1,5,5,4,1
"Galimi, Andrew",1,6,4,4,0
"Galimi, Andrew",1,7,5,3,2
"Galimi, Andrew",1,8,4,4,0
"Galimi, Andrew",1,9,5,5,0
"Galimi, Andrew",1,10,7,4,3
"Galimi, Andrew",1,11,5,4,1
"Galimi, Andrew",1,12,5,3,2
"Galimi, Andrew",1,13,4,4,0
"Galimi, Andrew",1,14,6,5,1
"Galimi, Andrew",1,15,6,4,2
"Galimi, Andrew",1,16,5,4,1
"Galimi, Andrew",1,17,6,5,1
"Galimi, Andrew",1,18,4,3,1
"Karuzas, Darrin",2,1,4,5,-1
"Karuzas, Darrin",2,2,4,4,0
"Karuzas, Darrin",2,3,4,3,1
"Karuzas, Darrin",2,4,4,4,0
"Karuzas, Darrin",2,5,4,4,0
"Karuzas, Darrin",2,6,3,4,-1
"Karuzas, Darrin",2,7,3,3,0
"Karuzas, Darrin",2,8,4,4,0
"Karuzas, Darrin",2,9,4,5,-1
"Karuzas, Darrin",2,10,2,4,-2
"Karuzas, Darrin",2,11,3,4,-1
"Karuzas, Darrin",2,12,4,3,1
"Karuzas, Darrin",2,13,4,4,0
"Karuzas, Darrin",2,14,4,5,-1
"Karuzas, Darrin",2,15,4,4,0
"Karuzas, Darrin",2,16,4,4,0
"Karuzas, Darrin",2,17,5,5,0
"Karuzas, Darrin",2,18,3,3,0
"Crane, Steve",2,1,5,5,0
"Crane, Steve",2,2,4,4,0
"Crane, Steve",2,3,4,3,1
"Crane, Steve",2,4,4,4,0
"Crane, Steve",2,5,3,4,-1
"Crane, Steve",2,6,3,4,-1
"Crane, Steve",2,7,3,3,0
"Crane, Steve",2,8,4,4,0
"Crane, Steve",2,9,4,5,-1
"Crane, Steve",2,10,3,4,-1
"Crane, Steve",2,11,4,4,0
"Crane, Steve",2,12,3,3,0
"Crane, Steve",2,13,3,4,-1
"Crane, Steve",2,14,5,5,0
"Crane, Steve",2,15,3,4,-1
"Crane, Steve",2,16,4,4,0
"Crane, Steve",2,17,5,5,0
"Crane, Steve",2,18,3,3,0
"Gora, Michael",2,1,4,5,-1
"Gora, Michael",2,2,5,4,1
"Gora, Michael",2,3,3,3,0
"Gora, Michael",2,4,4,4,0
"Gora, Michael",2,5,4,4,0
"Gora, Michael",2,6,4,4,0
"Gora, Michael",2,7,2,3,-1
"Gora, Michael",2,8,3,4,-1
"Gora, Michael",2,9,5,5,0
"Gora, Michael",2,10,3,4,-1
"Gora, Michael",2,11,3,4,-1
"Gora, Michael",2,12,3,3,0
"Gora, Michael",2,13,3,4,-1
"Gora, Michael",2,14,4,5,-1
"Gora, Michael",2,15,5,4,1
"Gora, Michael",2,16,5,4,1
"Gora, Michael",2,17,5,5,0
"Gora, Michael",2,18,3,3,0
"Flores, Jason",2,1,5,5,0
"Flores, Jason",2,2,4,4,0
"Flores, Jason",2,3,4,3,1
"Flores, Jason",2,4,4,4,0
"Flores, Jason",2,5,4,4,0
"Flores, Jason",2,6,3,4,-1
"Flores, Jason",2,7,3,3,0
"Flores, Jason",2,8,3,4,-1
"Flores, Jason",2,9,5,5,0
"Flores, Jason",2,10,5,4,1
"Flores, Jason",2,11,4,4,0
"Flores, Jason",2,12,3,3,0
"Flores, Jason",2,13,4,4,0
"Flores, Jason",2,14,5,5,0
"Flores, Jason",2,15,4,4,0
"Flores, Jason",2,16,3,4,-1
"Flores, Jason",2,17,4,5,-1
"Flores, Jason",2,18,4,3,1
"Donatti, Pablo",2,1,4,5,-1
"Donatti, Pablo",2,2,4,4,0
"Donatti, Pablo",2,3,3,3,0
"Donatti, Pablo",2,4,4,4,0
"Donatti, Pablo",2,5,5,4,1
"Donatti, Pablo",2,6,4,4,0
"Donatti, Pablo",2,7,2,3,-1
"Donatti, Pablo",2,8,3,4,-1
"Donatti, Pablo",2,9,4,5,-1
"Donatti, Pablo",2,10,4,4,0
"Donatti, Pablo",2,11,5,4,1
"Donatti, Pablo",2,12,3,3,0
"Donatti, Pablo",2,13,4,4,0
"Donatti, Pablo",2,14,4,5,-1
"Donatti, Pablo",2,15,4,4,0
"Donatti, Pablo",2,16,3,4,-1
"Donatti, Pablo",2,17,4,5,-1
"Donatti, Pablo",2,18,4,3,1
"Przybysz, Slawomir",2,1,5,5,0
"Przybysz, Slawomir",2,2,4,4,0
"Przybysz, Slawomir",2,3,3,3,0
"Przybysz, Slawomir",2,4,4,4,0
"Przybysz, Slawomir",2,5,4,4,0
"Przybysz, Slawomir",2,6,3,4,-1
"Przybysz, Slawomir",2,7,3,3,0
"Przybysz, Slawomir",2,8,4,4,0
"Przybysz, Slawomir",2,9,4,5,-1
"Przybysz, Slawomir",2,10,4,4,0
"Przybysz, Slawomir",2,11,4,4,0
"Przybysz, Slawomir",2,12,3,3,0
"Przybysz, Slawomir",2,13,5,4,1
"Przybysz, Slawomir",2,14,5,5,0
"Przybysz, Slawomir",2,15,4,4,0
"Przybysz, Slawomir",2,16,3,4,-1
"Przybysz, Slawomir",2,17,4,5,-1
"Przybysz, Slawomir",2,18,3,3,0
"Diaz, Fernando",2,1,5,5,0
"Diaz, Fernando",2,2,5,4,1
"Diaz, Fernando",2,3,4,3,1
"Diaz, Fernando",2,4,4,4,0
"Diaz, Fernando",2,5,4,4,0
"Diaz, Fernando",2,6,4,4,0
"Diaz, Fernando",2,7,3,3,0
"Diaz, Fernando",2,8,4,4,0
"Diaz, Fernando",2,9,5,5,0
"Diaz, Fernando",2,10,4,4,0
"Diaz, Fernando",2,11,5,4,1
"Diaz, Fernando",2,12,3,3,0
"Diaz, Fernando",2,13,3,4,-1
"Diaz, Fernando",2,14,4,5,-1
"Diaz, Fernando",2,15,4,4,0
"Diaz, Fernando",2,16,4,4,0
"Diaz, Fernando",2,17,4,5,-1
"Diaz, Fernando",2,18,3,3,0
"Sahm, Rob",2,1,5,5,0
"Sahm, Rob",2,2,4,4,0
"Sahm, Rob",2,3,4,3,1
"Sahm, Rob",2,4,4,4,0
"Sahm, Rob",2,5,5,4,1
"Sahm, Rob",2,6,3,4,-1
"Sahm, Rob",2,7,3,3,0
"Sahm, Rob",2,8,5,4,1
"Sahm, Rob",2,9,5,5,0
"Sahm, Rob",2,10,4,4,0
"Sahm, Rob",2,11,3,4,-1
"Sahm, Rob",2,12,3,3,0
"Sahm, Rob",2,13,4,4,0
"Sahm, Rob",2,14,4,5,-1
"Sahm, Rob",2,15,3,4,-1
"Sahm, Rob",2,16,5,4,1
"Sahm, Rob",2,17,5,5,0
"Sahm, Rob",2,18,3,3,0
"Otsuka, Arihiro Eugene",2,1,5,5,0
"Otsuka, Arihiro Eugene",2,2,4,4,0
"Otsuka, Arihiro Eugene",2,3,3,3,0
"Otsuka, Arihiro Eugene",2,4,4,4,0
"Otsuka, Arihiro Eugene",2,5,4,4,0
"Otsuka, Arihiro Eugene",2,6,3,4,-1
"Otsuka, Arihiro Eugene",2,7,3,3,0
"Otsuka, Arihiro Eugene",2,8,4,4,0
"Otsuka, Arihiro Eugene",2,9,5,5,0
"Otsuka, Arihiro Eugene",2,10,4,4,0
"Otsuka, Arihiro Eugene",2,11,4,4,0
"Otsuka, Arihiro Eugene",2,12,3,3,0
"Otsuka, Arihiro Eugene",2,13,4,4,0
"Otsuka, Arihiro Eugene",2,14,7,5,2
"Otsuka, Arihiro Eugene",2,15,4,4,0
"Otsuka, Arihiro Eugene",2,16,4,4,0
"Otsuka, Arihiro Eugene",2,17,5,5,0
"Otsuka, Arihiro Eugene",2,18,3,3,0
"Souza, Darrell",2,1,5,5,0
"Souza, Darrell",2,2,3,4,-1
"Souza, Darrell",2,3,5,3,2
"Souza, Darrell",2,4,4,4,0
"Souza, Darrell",2,5,4,4,0
"Souza, Darrell",2,6,4,4,0
"Souza, Darrell",2,7,3,3,0
"Souza, Darrell",2,8,4,4,0
"Souza, Darrell",2,9,5,5,0
"Souza, Darrell",2,10,4,4,0
"Souza, Darrell",2,11,4,4,0
"Souza, Darrell",2,12,4,3,1
"Souza, Darrell",2,13,4,4,0
"Souza, Darrell",2,14,5,5,0
"Souza, Darrell",2,15,6,4,2
"Souza, Darrell",2,16,4,4,0
"Souza, Darrell",2,17,5,5,0
"Souza, Darrell",2,18,3,3,0
"Rudolph, Michael",2,1,6,5,1
"Rudolph, Michael",2,2,5,4,1
"Rudolph, Michael",2,3,5,3,2
"Rudolph, Michael",2,4,4,4,0
"Rudolph, Michael",2,5,4,4,0
"Rudolph, Michael",2,6,4,4,0
"Rudolph, Michael",2,7,3,3,0
"Rudolph, Michael",2,8,4,4,0
"Rudolph, Michael",2,9,5,5,0
"Rudolph, Michael",2,10,3,4,-1
"Rudolph, Michael",2,11,3,4,-1
"Rudolph, Michael",2,12,2,3,-1
"Rudolph, Michael",2,13,4,4,0
"Rudolph, Michael",2,14,5,5,0
"Rudolph, Michael",2,15,4,4,0
"Rudolph, Michael",2,16,4,4,0
"Rudolph, Michael",2,17,5,5,0
"Rudolph, Michael",2,18,3,3,0
"Blau, Rudolf",2,1,5,5,0
"Blau, Rudolf",2,2,4,4,0
"Blau, Rudolf",2,3,3,3,0
"Blau, Rudolf",2,4,5,4,1
"Blau, Rudolf",2,5,5,4,1
"Blau, Rudolf",2,6,4,4,0
"Blau, Rudolf",2,7,3,3,0
"Blau, Rudolf",2,8,5,4,1
"Blau, Rudolf",2,9,5,5,0
"Blau, Rudolf",2,10,5,4,1
"Blau, Rudolf",2,11,5,4,1
"Blau, Rudolf",2,12,3,3,0
"Blau, Rudolf",2,13,4,4,0
"Blau, Rudolf",2,14,6,5,1
"Blau, Rudolf",2,15,4,4,0
"Blau, Rudolf",2,16,5,4,1
"Blau, Rudolf",2,17,5,5,0
"Blau, Rudolf",2,18,6,3,3
"Kelder, Kevin",2,1,5,5,0
"Kelder, Kevin",2,2,5,4,1
"Kelder, Kevin",2,3,5,3,2
"Kelder, Kevin",2,4,8,4,4
"Kelder, Kevin",2,5,3,4,-1
"Kelder, Kevin",2,6,4,4,0
"Kelder, Kevin",2,7,4,3,1
"Kelder, Kevin",2,8,4,4,0
"Kelder, Kevin",2,9,5,5,0
"Kelder, Kevin",2,10,4,4,0
"Kelder, Kevin",2,11,3,4,-1
"Kelder, Kevin",2,12,3,3,0
"Kelder, Kevin",2,13,3,4,-1
"Kelder, Kevin",2,14,5,5,0
"Kelder, Kevin",2,15,4,4,0
"Kelder, Kevin",2,16,4,4,0
"Kelder, Kevin",2,17,5,5,0
"Kelder, Kevin",2,18,3,3,0
"Romano, Osvaldo Antonio",2,1,5,5,0
"Romano, Osvaldo Antonio",2,2,7,4,3
"Romano, Osvaldo Antonio",2,3,4,3,1
"Romano, Osvaldo Antonio",2,4,5,4,1
"Romano, Osvaldo Antonio",2,5,5,4,1
"Romano, Osvaldo Antonio",2,6,5,4,1
"Romano, Osvaldo Antonio",2,7,3,3,0
"Romano, Osvaldo Antonio",2,8,3,4,-1
"Romano, Osvaldo Antonio",2,9,5,5,0
"Romano, Osvaldo Antonio",2,10,5,4,1
"Romano, Osvaldo Antonio",2,11,5,4,1
"Romano, Osvaldo Antonio",2,12,4,3,1
"Romano, Osvaldo Antonio",2,13,5,4,1
"Romano, Osvaldo Antonio",2,14,7,5,2
"Romano, Osvaldo Antonio",2,15,5,4,1
"Romano, Osvaldo Antonio",2,16,4,4,0
"Romano, Osvaldo Antonio",2,17,5,5,0
"Romano, Osvaldo Antonio",2,18,3,3,0
"Galimi, Andrew",2,1,7,5,2
"Galimi, Andrew",2,2,5,4,1
"Galimi, Andrew",2,3,3,3,0
"Galimi, Andrew",2,4,6,4,2
"Galimi, Andrew",2,5,5,4,1
"Galimi, Andrew",2,6,4,4,0
"Galimi, Andrew",2,7,3,3,0
"Galimi, Andrew",2,8,3,4,-1
"Galimi, Andrew",2,9,5,5,0
"Galimi, Andrew",2,10,4,4,0
"Galimi, Andrew",2,11,3,4,-1
"Galimi, Andrew",2,12,3,3,0
"Galimi, Andrew",2,13,4,4,0
"Galimi, Andrew",2,14,7,5,2
"Galimi, Andrew",2,15,4,4,0
"Galimi, Andrew",2,16,5,4,1
"Galimi, Andrew",2,17,6,5,1
"Galimi, Andrew",2,18,3,3,0
"Karuzas, Darrin",3,1,5,5,0
"Karuzas, Darrin",3,2,3,4,-1
"Karuzas, Darrin",3,3,4,3,1
"Karuzas, Darrin",3,4,4,4,0
"Karuzas, Darrin",3,5,4,4,0
"Karuzas, Darrin",3,6,4,4,0
"Karuzas, Darrin",3,7,3,3,0
"Karuzas, Darrin",3,8,3,4,-1
"Karuzas, Darrin",3,9,5,5,0
"Karuzas, Darrin",3,10,4,4,0
"Karuzas, Darrin",3,11,4,4,0
"Karuzas, Darrin",3,12,4,3,1
"Karuzas, Darrin",3,13,3,4,-1
"Karuzas, Darrin",3,14,4,5,-1
"Karuzas, Darrin",3,15,4,4,0
"Karuzas, Darrin",3,16,3,4,-1
"Karuzas, Darrin",3,17,4,5,-1
"Karuzas, Darrin",3,18,3,3,0
"Crane, Steve",3,1,6,5,1
"Crane, Steve",3,2,5,4,1
"Crane, Steve",3,3,3,3,0
"Crane, Steve",3,4,4,4,0
"Crane, Steve",3,5,3,4,-1
"Crane, Steve",3,6,5,4,1
"Crane, Steve",3,7,2,3,-1
"Crane, Steve",3,8,3,4,-1
"Crane, Steve",3,9,5,5,0
"Crane, Steve",3,10,3,4,-1
"Crane, Steve",3,11,3,4,-1
"Crane, Steve",3,12,3,3,0
"Crane, Steve",3,13,4,4,0
"Crane, Steve",3,14,4,5,-1
"Crane, Steve",3,15,3,4,-1
"Crane, Steve",3,16,4,4,0
"Crane, Steve",3,17,5,5,0
"Crane, Steve",3,18,3,3,0
"Gora, Michael",3,1,5,5,0
"Gora, Michael",3,2,5,4,1
"Gora, Michael",3,3,4,3,1
"Gora, Michael",3,4,4,4,0
"Gora, Michael",3,5,4,4,0
"Gora, Michael",3,6,3,4,-1
"Gora, Michael",3,7,3,3,0
"Gora, Michael",3,8,4,4,0
"Gora, Michael",3,9,5,5,0
"Gora, Michael",3,10,3,4,-1
"Gora, Michael",3,11,3,4,-1
"Gora, Michael",3,12,3,3,0
"Gora, Michael",3,13,3,4,-1
"Gora, Michael",3,14,4,5,-1
"Gora, Michael",3,15,3,4,-1
"Gora, Michael",3,16,4,4,0
"Gora, Michael",3,17,4,5,-1
"Gora, Michael",3,18,4,3,1
"Flores, Jason",3,1,4,5,-1
"Flores, Jason",3,2,4,4,0
"Flores, Jason",3,3,5,3,2
"Flores, Jason",3,4,4,4,0
"Flores, Jason",3,5,4,4,0
"Flores, Jason",3,6,5,4,1
"Flores, Jason",3,7,2,3,-1
"Flores, Jason",3,8,3,4,-1
"Flores, Jason",3,9,4,5,-1
"Flores, Jason",3,10,4,4,0
"Flores, Jason",3,11,4,4,0
"Flores, Jason",3,12,3,3,0
"Flores, Jason",3,13,3,4,-1
"Flores, Jason",3,14,4,5,-1
"Flores, Jason",3,15,3,4,-1
"Flores, Jason",3,16,4,4,0
"Flores, Jason",3,17,4,5,-1
"Flores, Jason",3,18,4,3,1
"Donatti, Pablo",3,1,5,5,0
"Donatti, Pablo",3,2,3,4,-1
"Donatti, Pablo",3,3,4,3,1
"Donatti, Pablo",3,4,4,4,0
"Donatti, Pablo",3,5,4,4,0
"Donatti, Pablo",3,6,4,4,0
"Donatti, Pablo",3,7,3,3,0
"Donatti, Pablo",3,8,3,4,-1
"Donatti, Pablo",3,9,4,5,-1
"Donatti, Pablo",3,10,4,4,0
"Donatti, Pablo",3,11,4,4,0
"Donatti, Pablo",3,12,4,3,1
"Donatti, Pablo",3,13,4,4,0
"Donatti, Pablo",3,14,5,5,0
"Donatti, Pablo",3,15,3,4,-1
"Donatti, Pablo",3,16,3,4,-1
"Donatti, Pablo",3,17,4,5,-1
"Donatti, Pablo",3,18,3,3,0
"Przybysz, Slawomir",3,1,4,5,-1
"Przybysz, Slawomir",3,2,4,4,0
"Przybysz, Slawomir",3,3,5,3,2
"Przybysz, Slawomir",3,4,4,4,0
"Przybysz, Slawomir",3,5,4,4,0
"Przybysz, Slawomir",3,6,4,4,0
"Przybysz, Slawomir",3,7,2,3,-1
"Przybysz, Slawomir",3,8,4,4,0
"Przybysz, Slawomir",3,9,5,5,0
"Przybysz, Slawomir",3,10,5,4,1
"Przybysz, Slawomir",3,11,4,4,0
"Przybysz, Slawomir",3,12,4,3,1
"Przybysz, Slawomir",3,13,4,4,0
"Przybysz, Slawomir",3,14,5,5,0
"Przybysz, Slawomir",3,15,4,4,0
"Przybysz, Slawomir",3,16,4,4,0
"Przybysz, Slawomir",3,17,6,5,1
"Przybysz, Slawomir",3,18,4,3,1
"Diaz, Fernando",3,1,4,5,-1
"Diaz, Fernando",3,2,4,4,0
